Brand,Model.Number,Price,Photo,Engine.Type,Body.Type,Fuel.Type,Gearbox.Type,Power.hp,Displacement.l,Torque.lbft,Cylinders,Drivetrain,MPG.City,MPG.Highway,Seats,Doors,Height.in,Length.in,Width.in,Wheelbase.in,Clearance.in,Air.Conditioner,Heater,AntiLock.Braking.System,Central.Locking,Power.Steering,Power.Windows,Leather.Seats,Anti.Lock.Braking,Brake.Assist,Central.Locking.1,Power.Door.Locks,Child.Safety.Locks,Night.Rear.View.Mirror,Rear.Seat.Belts,Door.Ajar.Warning,Adjustable.Seats,Crash.Sensor,Engine.Check.Warning,Rear.Camera,Anti.Theft.Device,Touch.Screen,Audio.System.Remote.Control,Speakers.Front...back,Bluetooth.Connectivity,USB...Auxiliary.Input,Adjustable.Steering.Column,Height.Adjustable.Driving.Seat,Digital.Clock,Smoke.Headlamps,Electric.Folding.Rear.View.Mirror,Automatic.Climate.Control,Low.Fuel.Warning.Light,Parking.Sensors,Bottle.Holder,Voice.Control,Seat.Belt.Warning,Vehicle.Stability.Control.System,Engine.Immobilizer,Rear.Reading.Lamp,Radio,Outside.Temperature.Display,Fog.Lights.Front...Back,Centrally.Mounted.Fuel.Tank,CD.Player,DVD.Player,Electric.Adjustable.Seats,Keyless.Entry,Tyre.Pressure.Monitor,Smart.Access.Card.Entry,Xenon.Headlamps,Halogen.Headlamps,Removable.Convertible.Top,Cassette.Player
Nissan,Altima 2023,26000,https://www.ccarprice.com/products/Nissan_Altima_2023_1.jpg,2.0L Turbo Inline-4 Gas,Sedan,Petrol,CVT,248,2,273,4,front,25,34,5,4,56.8,192.9,72.9,111.2,5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,,,Yes,Yes,,Yes,,,,,,,,,,Yes,,Yes,Yes,,,,
Nissan,Altima 2.0 SR 2023,26000,https://www.ccarprice.com/products/Nissan_Altima_2.0_SR_2023.jpg,2.0L Turbo Inline-4 Gas,Sedan,Petrol,CVT,248,2,273,4,front,25,34,5,4,56.8,192.9,72.9,111.2,5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,,,Yes,Yes,,Yes,,,,,,,,,,Yes,,Yes,Yes,,,,
Nissan,Rogue Platinum 2023,37140,https://www.ccarprice.com/products/Nissan_Rogue_Platinum_2023_1.jpg,1.5L Turbo Inline-3 Gas,SUV,Petrol,CVT,201,1.5,225,NA,all,28,34,5,4,66.5,183,72.4,106.5,NA,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,Yes,,,,,,Yes,,,Yes,,,
Nissan,Rogue Platinum AWD 2022,38430,https://www.ccarprice.com/products/Nissan_Rogue_Platinum_AWD_2022.jpg,1.5L Turbo Inline-3 Gas,SUV,Petrol,CVT,201,1.5,225,NA,all,28,34,5,4,66.5,183,72.4,106.5,NA,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,Yes,,,,,,Yes,,,Yes,,,
Nissan,Rogue SL 2023,33710,https://www.ccarprice.com/products/Nissan_Rogue_SL_2023.jpg,1.5L Turbo Inline-3 Gas,SUV,Petrol,CVT,201,1.5,225,NA,all,28,34,5,4,66.5,183,72.4,106.5,NA,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,Yes,,,,,,Yes,,,Yes,,,
Nissan,Rogue SL AWD 2022,35000,https://www.ccarprice.com/products/Nissan_Rogue_SL_AWD_2022.jpg,1.5L Turbo Inline-3 Gas,SUV,Petrol,CVT,201,1.5,225,NA,all,28,34,5,4,66.5,183,72.4,106.5,NA,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,Yes,,,,,,Yes,,,Yes,,,
Nissan,Z Performance 2023,49990,https://www.ccarprice.com/products/Nissan_Z_Performance_2023.jpg,3.0L Twin-Turbo V6 Gas,Coupe,Petrol,Manual,400,3,350,NA,rear,18,24,2,2,51.8,172.4,72.6,100.4,4.8,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,
Nissan,Z Proto 2023,52990,https://www.ccarprice.com/products/Nissan_Z_Proto_2023.jpg,3.0L Twin-Turbo V6 Gas,Coupe,Petrol,Manual,400,3,350,NA,rear,18,24,2,2,51.8,172.4,72.6,100.4,4.8,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,
Nissan,Altima SR 2.0 2023,26000,https://www.ccarprice.com/products/Nissan_Altima_2.0_SR_2023_1.jpg,2.0L Turbo Inline-4 Gas,Sedan,Petrol,CVT,248,2,273,4,front,25,34,5,4,56.8,192.9,72.9,121.1,5,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,,,Yes,Yes,Yes,Yes,,Yes,Yes,,,Yes,Yes,Yes,,,,,,,,
Nissan,Altima 2.5 S 2022,24750,https://www.ccarprice.com/products/Nissan_Altima_2.5_S_2022.jpg,2.5L Inline-4 Gas,Sedan,Petrol,CVT,188,2.5,180,4,front,28,39,5,4,56.7,192.9,72.9,111.2,4.9,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,,,Yes,,,,,,
Nissan,Titan XD Platinum Reserve 2023,65840,https://www.ccarprice.com/products/Nissan_Titan_XD_Platinum_Reserve_2023_3.jpg,5.6L V8 Gas,SUV,Petrol,Automatic,400,5.6,413,8,all,14,19,5,4,78.9,242.7,79.5,151.6,NA,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,
Nissan,Leaf 30kWh 2022,43150,https://www.ccarprice.com/products/Nissan_Leaf_30kWh_2022.jpg,Electric,Hatchback,Electric,Automatic,107,NA,188,NA,front,0,0,5,4,61.02,175,70,106.3,6.3,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,
Audi,A6 Premium Plus 45 TFSI quattro 2023,55900,https://www.ccarprice.com/products/Audi_A6_Premium_Plus_45_TFSI_quattro_2023.jpg,2.0L Turbo Inline-4 Gas,Sedan,Unknown,Automatic,261,2,273,4,all,24,31,5,4,57.4,194.4,74.3,115.1,4.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,,Yes,,,Yes,,,,,,,Yes,,,,,,,
Audi,RS3 Sportback performance 2023,65000,https://www.ccarprice.com/products/Audi_RS3_Sportback_performance_2023.jpg,2.5L Turbo Inline-5 Gas,Hatchback,Petrol,Automatic,407,2.5,NA,NA,all,19,28,5,4,55,176.3,70.7,103.6,NA,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,,,Yes,Yes,Yes,Yes,Yes,,,Yes,,,,Yes,Yes,Yes,,,,,,,
Audi,RS3 Sedan performance 2023,75800,https://www.ccarprice.com/products/Audi_RS3_Sedan_performance_2023.jpg,2.5L Turbo Inline-5 Gas,Sedan,Petrol,Automatic,407,2.5,NA,NA,all,19,28,5,4,55,176.3,70.7,103.6,NA,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,,,Yes,Yes,Yes,Yes,Yes,,,Yes,,,,Yes,Yes,Yes,,,,,,,
Audi,RS5 Competition 2023,75900,https://www.ccarprice.com/products/Audi_RS5_Competition_2023.jpg,2.9L Twin-Turbo V6 Gas,Coupe,Petrol,Automatic,444,2.9,442,NA,all,18,25,5,4,65.5,186,54,108.9,NA,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,,,Yes,Yes,Yes,Yes,Yes,,,Yes,,,,Yes,Yes,Yes,,,,,,,
Audi,R8 Coupe V10 GT RWD 2023,230150,https://www.ccarprice.com/products/Audi_R8_Coupe_V10_GT_RWD_2023_1.jpg,5.2-liter V10,Coupe,Petrol,Automatic,612,5.2,417,10,rear,14,23,2,2,48.7,174.4,76.4,104.3,NA,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,,,,Yes,Yes,Yes,,,,,,,
Audi,TT RS Coupe Iconic Edition 2023,105000,https://www.ccarprice.com/products/Audi_TT_RS_Coupe_Iconic_Edition_2023.jpg,2.5L Turbo Inline-5 Gas,Coupe,Unknown,Automatic,400,2.5,355,NA,all,20,30,NA,2,52.9,165,72.1,98.6,NA,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,Yes,,,,,,,Yes,,,,,,,
Audi,TT Roadster 45 TFSI quattro 2023,55300,https://www.ccarprice.com/products/Audi_TT_Roadster_45_TFSI_quattro_2023.jpg,2.0L Turbo Inline-4 Gas,Convertible,Unknown,Automatic,228,2,258,4,all,NA,NA,2,2,53.4,165,72.1,98.6,NA,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,,Yes,,,,,,,Yes,,,,,,,
Audi,Q4 Sportback 50 e-tron Premium Plus 2022,52700,https://www.ccarprice.com/products/Audi_Q4_Sportback_50_e_tron_Premium_Plus_2022.jpg,Electric,SUV,Electric,Automatic,295,NA,NA,NA,all,0,0,5,4,NA,NA,NA,NA,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,,Yes,,,Yes,,,,,,,Yes,,,,,,,
Audi,Q4 Sportback 50 e-tron Premium Plus 2023,58000,https://www.ccarprice.com/products/Audi_Q4_Sportback_50_e_tron_Premium_Plus_2023.jpg,Electric,SUV,Electric,Automatic,295,NA,339,NA,all,0,0,5,4,48.9,174.4,76.4,104.3,6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,,Yes,,,Yes,,,,,,,Yes,,,,,,,
Audi,Q8 Prestige 55 TFSI quattro 2022,84400,https://www.ccarprice.com/products/Audi_Q8_Prestige_55_TFSI_quattro_2022.jpg,3.0L Turbo V6 Gas,SUV,Hybrid,Automatic,335,3,273,NA,all,17,22,5,4,67.2,196.6,78.5,117.9,5.8,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,,,Yes,,,,,,,,,,,,,,
Audi,Q8 E-Tron 2023,66000,https://www.ccarprice.com/products/Audi_Q8_E-Tron_2023_1.jpg,Electric,SUV,Electric,Automatic,355,NA,414,NA,all,0,0,5,4,65.5,193,76.2,115.3,NA,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,,Yes,,,Yes,,Yes,,,,,Yes,Yes,,,,,,
Audi,Q8 Premium 55 TFSI Quattro 2023,71800,https://www.ccarprice.com/products/Audi_Q8_Premium_55_TFSI_Quattro_2023.jpg,3.0-liter Turbo V6 Gas,SUV,Petrol,Automatic,335,3,369,NA,all,18,23,5,4,67.2,196.6,78.5,117.9,5.8,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,,Yes,,Yes,Yes,,Yes,,,,,Yes,,,,,,,
Audi,Q8 Prestige 55 TFSI quattro 2023,71800,https://www.ccarprice.com/products/Audi_Q8_Prestige_55_TFSI_quattro_2023.jpg,3.0L Turbo V6 Gas,SUV,Hybrid,Automatic,335,3,273,NA,all,17,22,5,4,67.2,196.6,78.5,117.9,5.8,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,,,Yes,,,,,,,,,,,,,,
Audi,e-tron Prestige 2023,90800,https://www.ccarprice.com/products/Audi_e_tron_Prestige_2023.jpg,Electric,SUV,Electric,Automatic,429,NA,596,NA,all,0,0,5,4,65,193,76.2,115,NA,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,,Yes,,,Yes,Yes,Yes,,,,Yes,Yes,Yes,,,,,,
Audi,Q4 40 e-tron Premium 2023,90800,https://www.ccarprice.com/products/Audi_Q4_40_e_tron_Premium_2023_1.jpg,Electric,SUV,Electric,Automatic,429,NA,596,4,rear,0,0,5,4,65,193,76.2,115,7.2,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,,Yes,,,Yes,,Yes,,,,,Yes,Yes,,,,,,
Audi,Q5 S line Premium Plus 45 TFSI Quattro 2023,46000,https://www.ccarprice.com/products/Audi_Q5_S_line_Premium_Plus_45_TFSI_Quattro_2023.jpg,2.0L Turbo Inline-4 Gas,SUV,Petrol,Automatic,261,2,273,NA,all,23,29,5,4,65.5,184.3,74.5,111,NA,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,,,,,,Yes,,,,,,,
Audi,A7 Sportback Prestige 55 TFSI Quattro 2023,69200,https://www.ccarprice.com/products/Audi_A7_Sportback_Prestige_55_TFSI_Quattro_2023.jpg,3.0L Turbo V6 Gas,Hatchback,Petrol,Automatic,335,3,369,6,all,21,30,5,4,56,195.6,75.1,115.2,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,,,,,,Yes,,Yes,Yes,,,,,
Audi,E-Tron S Premium plus Quattro 2022,65690,https://www.ccarprice.com/products/Audi_E_Tron_S_Premium_plus_Quattro_2022.jpg,Electric,SUV,Electric,Automatic,429,NA,596,NA,all,0,0,5,4,65.9,193,65.9,115.1,6.9,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,Yes,,Yes,,,,,
Audi,E-Tron S Sportback Premium plus Quattro 2022,69900,https://www.ccarprice.com/products/Audi_E_Tron_S_Sportback_Premium_plus_Quattro_2022.jpg,Electric,SUV,Electric,Automatic,429,NA,596,NA,all,0,0,5,4,65.9,193,65.9,115.1,6.9,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,Yes,,Yes,,,,,
Audi,RS3 2024,58900,https://www.ccarprice.com/products/Audi_RS3_2024.jpg,2.5L Turbo Inline-5 Gas,Sedan,Petrol,Automatic,400,2.5,368,NA,all,19,28,5,4,55,176.3,70.7,103.6,NA,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,,,Yes,Yes,Yes,Yes,Yes,,,Yes,,,,Yes,Yes,Yes,,,,,,,
Audi,E-Tron S Premium plus Quattro 2023,88200,https://www.ccarprice.com/products/Audi_E_Tron_S_Premium_plus_Quattro_2023.jpg,Electric,SUV,Petrol,Automatic,429,NA,596,NA,all,0,0,5,4,65.9,193,65.9,115.1,6.9,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,Yes,,Yes,,,,,
Audi,E-Tron S Sportback Premium plus Quattro 2023,90500,https://www.ccarprice.com/products/Audi_E_Tron_S_Sportback_Premium_plus_Quattro_2023.jpg,Electric,SUV,Petrol,Automatic,429,NA,596,NA,all,0,0,5,4,65.9,193,65.9,115.1,6.9,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,Yes,,Yes,,,,,
Audi,e-Tron GT quattro Premium Plus 2023,104900,https://www.ccarprice.com/products/Audi_e_tron_GT_quattro_Premium_Plus_2023.jpg,Electric,Sedan,Electric,Automatic,469,NA,464,NA,all,0,0,5,4,55.5,196.4,77.1,114.1,NA,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,,Yes,,,Yes,,,,,,,Yes,,,,,,,
Audi,RS e-tron GT 2023,143900,https://www.ccarprice.com/products/Audi_RS_e_tron_GT_Quattro_2023_2.jpg,Electric,Sedan,Electric,Automatic,590,NA,612,NA,all,0,0,5,4,55.7,196.4,77.3,114.1,NA,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,Yes,,,,,Yes,,,,,
Audi,TT RS 2.5 TFSI quattro Heritage Edition 2022,82490,https://www.ccarprice.com/products/Audi_TT_RS_2_5_TFSI_quattro_Heritage_Edition_2022_1.jpg,2.5L Turbo Inline-5 Gas,Coupe,Unknown,Automatic,394,2.5,354,NA,all,20,30,4,4,52.9,165,72.1,98.6,NA,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,Yes,,,,,,,Yes,,,,,,,
Audi,A3 Premium Plus 40TFSI AWD 2023,40500,https://www.ccarprice.com/products/Audi_A3_Premium_Plus_40TFSI_AWD_2023.jpg,2.0 L,Sedan,Unknown,Automatic,201,2,221,4,all,27,35,5,4,56.2,176.9,74.5,103.5,NA,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,Yes,,,,,,,Yes,,,,,,,
Audi,Q5 Sportback S line Prestige 45 TFSI quattro 2023,50300,https://www.ccarprice.com/products/Audi_Q5_Sportback_S_line_Prestige_45_TFSI_quattro_2023.jpg,2.0L Turbo Inline-4 Gas,SUV,Unknown,Automatic,261,2,273,NA,all,22,29,5,4,65.4,184.6,74.5,111,NA,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,Yes,,,,,,,Yes,,,,,,,
Audi,Q5 Sportback S line Premium Plus 45 TFSI quattro 2023,50300,https://www.ccarprice.com/products/Audi_Q5_Sportback_S_line_Premium_Plus_45_TFSI_quattro_2023.jpg,2.0L Turbo Inline-4 Gas,SUV,Unknown,Automatic,261,2,273,NA,all,22,29,5,4,65.4,184.6,74.5,111,NA,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,Yes,,,,,,,Yes,,,,,,,
Audi,Q5 S line Premium 55 TFSI e quattro Plug-in hybrid 2023,55400,https://www.ccarprice.com/products/Audi_Q5_S_line_Premium_55_TFSI_e_quattro_Plug_in_hybrid_2023.jpg,2.0L Turbo Inline-4 Plug-in Hybrid,SUV,Unknown,Automatic,362,2,369,NA,all,NA,NA,5,4,65.5,184.3,74.5,111,NA,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,Yes,,,,,,,Yes,,,,,,,
Audi,Q5 S line Prestige 55 TFSI quattro e Plug-in hybrid 2023,55400,https://www.ccarprice.com/products/Audi_Q5_S_line_Prestige_55_TFSI_quattro_e_Plug_in_hybrid_2023.jpg,2.0L Turbo Inline-4 Plug-in Hybrid,SUV,Unknown,Automatic,362,2,369,NA,all,NA,NA,5,4,65.5,184.3,74.5,111,NA,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,Yes,,,,,,,Yes,,,,,,,
Audi,Q5 S line Premium Plus 55 TFSI e quattro Plug-in hybrid 2023,55400,https://www.ccarprice.com/products/Audi_Q5_S_line_Premium_Plus_55_TFSI_e_quattro_Plug_in_hybrid_2023.jpg,2.0L Turbo Inline-4 Plug-in Hybrid,SUV,Unknown,Automatic,362,2,369,NA,all,NA,NA,5,4,65.5,184.3,74.5,111,NA,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,Yes,,,,,,,Yes,,,,,,,
Audi,SQ5 Sportback 3.0T Prestige quattro 2023,59200,https://www.ccarprice.com/products/Audi_SQ5_Sportback_3_0T_Prestige_quattro_2023.jpg,3.0L Turbo V6 Gas,SUV,Unknown,Automatic,349,3,369,NA,all,19,24,5,4,65.4,184.6,74.5,111,NA,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,Yes,,,,,,,Yes,,,,,,,
Audi,SQ5 Sportback 3.0T Premium Plus quattro 2023,59200,https://www.ccarprice.com/products/Audi_SQ5_Sportback_3_0T_Premium_Plus_quattro_2023.jpg,3.0L Turbo V6 Gas,SUV,Unknown,Automatic,349,3,369,NA,all,19,24,5,4,65.4,184.6,74.5,111,NA,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,Yes,,,,,,,Yes,,,,,,,
